DATA,DOCUMENTO,LOCALIZADOR DO GASTO,FASE,ESPÉCIE,Favorecido,UF DO FAVORECIDO,UG,Unidade Orcamentária,Órgão,Órgão Superior,VALOR,Grupo de Despesa,Elemento de Despesa,Modalidade de Despesa,Plano Orçamentário,Autor Emenda,Unnamed: 17
23/12/2021,153173152532021NS066034,0001 - NACIONAL,Liquidação,Não se aplica,11.097.383/0001-84 - MUNICIPIO DE PAUDALHO,PE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066036,0001 - NACIONAL,Liquidação,Não se aplica,01.219.807/0001-82 - MUNICIPIO DE URUACU,GO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066038,0001 - NACIONAL,Liquidação,Não se aplica,45.158.193/0001-41 - MUNICIPIO DE IBIRA,SP,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066040,0001 - NACIONAL,Liquidação,Não se aplica,13.693.650/0001-01 - MUNICIPIO DE SANTA TERESINHA,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066042,0001 - NACIONAL,Liquidação,Não se aplica,13.698.782/0001-26 - MUNICIPIO DE QUIJINGUE,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066044,0001 - NACIONAL,Liquidação,Não se aplica,07.592.298/0001-15 - MUNICIPIO DE PARACURU,CE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066048,0001 - NACIONAL,Liquidação,Não se aplica,08.740.102/0001-55 - MUNICIPIO DE OLIVEDOS,PB,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066050,0001 - NACIONAL,Liquidação,Não se aplica,10.165.165/0001-77 - MUNICIPIO DE BUENOS AIRES,PE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066052,0001 - NACIONAL,Liquidação,Não se aplica,01.612.345/0001-69 - MUNICIPIO DE BERNARDO DO MEARIM,MA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066054,0001 - NACIONAL,Liquidação,Não se aplica,08.740.102/0001-55 - MUNICIPIO DE OLIVEDOS,PB,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066056,0001 - NACIONAL,Liquidação,Não se aplica,06.209.936/0001-03 - MUNICIPIO DE PALMEIRANDIA,MA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066058,0001 - NACIONAL,Liquidação,Não se aplica,13.646.740/0001-41 - MUNICIPIO DE ARAMARI,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066060,0001 - NACIONAL,Liquidação,Não se aplica,04.204.945/0001-86 - MUNICIPIO DE SERRA NOVA DOURADA,MT,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066062,0001 - NACIONAL,Liquidação,Não se aplica,45.158.193/0001-41 - MUNICIPIO DE IBIRA,SP,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066064,0001 - NACIONAL,Liquidação,Não se aplica,76.206.457/0001-19 - MUNICIPIO DE SANTA HELENA,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066066,0001 - NACIONAL,Liquidação,Não se aplica,06.209.936/0001-03 - MUNICIPIO DE PALMEIRANDIA,MA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066070,0001 - NACIONAL,Liquidação,Não se aplica,11.097.383/0001-84 - MUNICIPIO DE PAUDALHO,PE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066072,0001 - NACIONAL,Liquidação,Não se aplica,04.465.209/0001-81 - MUNICIPIO DE HUMAITA,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066074,0001 - NACIONAL,Liquidação,Não se aplica,84.744.994/0001-40 - MUNICIPIO DE ALTO ALEGRE DOS PARECIS,RO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066076,0001 - NACIONAL,Liquidação,Não se aplica,04.329.736/0001-69 - MUNICIPIO DE PARINTINS,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066078,0001 - NACIONAL,Liquidação,Não se aplica,04.329.736/0001-69 - MUNICIPIO DE PARINTINS,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066084,0001 - NACIONAL,Liquidação,Não se aplica,07.623.077/0001-67 - MUNICIPIO DE ITAPIPOCA,CE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066086,0001 - NACIONAL,Liquidação,Não se aplica,14.105.191/0001-60 - MUNICIPIO DE RIACHO DE SANTANA,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066088,0001 - NACIONAL,Liquidação,Não se aplica,11.097.383/0001-84 - MUNICIPIO DE PAUDALHO,PE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066090,0001 - NACIONAL,Liquidação,Não se aplica,13.646.542/0001-88 - MUNICIPIO DE APORA,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021NS066092,0001 - NACIONAL,Liquidação,Não se aplica,04.190.765/0001-92 - MUNICIPIO DE EIRUNEPE,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829388,0001 - NACIONAL,Pagamento,Original,08.078.412/0001-56 - MUNICIPIO DE SERRA CAIADA,RN,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"51.064,22",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829389,0001 - NACIONAL,Pagamento,Original,06.342.240/0001-50 - MUNICIPIO DE MIRINZAL,MA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"102.199,71",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829391,0001 - NACIONAL,Pagamento,Original,07.623.077/0001-67 - MUNICIPIO DE ITAPIPOCA,CE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"2.438,31",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829392,0001 - NACIONAL,Pagamento,Original,13.693.650/0001-01 - MUNICIPIO DE SANTA TERESINHA,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"352.969,58",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829393,0001 - NACIONAL,Pagamento,Original,76.205.640/0001-08 - MUNICIPIO DE DOIS VIZINHOS,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"219.844,04",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829394,0001 - NACIONAL,Pagamento,Original,11.097.243/0001-06 - MUNICIPIO DE FEIRA NOVA,PE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"201.140,21",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829395,0001 - NACIONAL,Pagamento,Original,13.674.817/0001-97 - MUNICIPIO DE LIVRAMENTO DE NOSSA SENHORA,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"117.656,53",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829396,0001 - NACIONAL,Pagamento,Original,01.612.345/0001-69 - MUNICIPIO DE BERNARDO DO MEARIM,MA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"99.856,10",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829397,0001 - NACIONAL,Pagamento,Original,10.165.165/0001-77 - MUNICIPIO DE BUENOS AIRES,PE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"40.770,52",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829398,0001 - NACIONAL,Pagamento,Original,07.623.077/0001-67 - MUNICIPIO DE ITAPIPOCA,CE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"14.629,87",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829400,0001 - NACIONAL,Pagamento,Original,13.674.817/0001-97 - MUNICIPIO DE LIVRAMENTO DE NOSSA SENHORA,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"117.656,53",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829401,0001 - NACIONAL,Pagamento,Original,04.329.736/0001-69 - MUNICIPIO DE PARINTINS,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"14.654,59",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829402,0001 - NACIONAL,Pagamento,Original,13.698.782/0001-26 - MUNICIPIO DE QUIJINGUE,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"121.424,85",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829403,0001 - NACIONAL,Pagamento,Original,10.140.978/0001-02 - MUNICIPIO DE JUPI,PE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"146.057,81",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829404,0001 - NACIONAL,Pagamento,Original,11.286.341/0001-91 - MUNICIPIO DE AGUAS BELAS,PE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"281.596,30",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829405,0001 - NACIONAL,Pagamento,Original,76.205.640/0001-08 - MUNICIPIO DE DOIS VIZINHOS,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"175.875,24",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829406,0001 - NACIONAL,Pagamento,Original,04.204.945/0001-86 - MUNICIPIO DE SERRA NOVA DOURADA,MT,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"102.140,55",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829407,0001 - NACIONAL,Pagamento,Original,04.194.239/0001-09 - MUNICIPIO DE SANTA ISABEL DO RIO NEGRO,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"134.382,34",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829409,0001 - NACIONAL,Pagamento,Original,06.376.974/0001-50 - MUNICIPIO DE JOSELANDIA,MA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"10.222,25",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829410,0001 - NACIONAL,Pagamento,Original,76.205.640/0001-08 - MUNICIPIO DE DOIS VIZINHOS,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"131.906,43",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829411,0001 - NACIONAL,Pagamento,Original,04.532.057/0001-92 - MUNICIPIO DE SANTO ANTONIO DO ICA,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"26.101,08",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829412,0001 - NACIONAL,Pagamento,Original,07.623.077/0001-67 - MUNICIPIO DE ITAPIPOCA,CE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"18.841,25",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829413,0001 - NACIONAL,Pagamento,Original,76.958.966/0001-06 - MUNICIPIO DE ARAPONGAS,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"131.906,43",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829414,0001 - NACIONAL,Pagamento,Original,11.256.062/0001-85 - MUNICIPIO DE IBIRAJUBA,PE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"120.684,13",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
23/12/2021,153173152532021OB829415,0001 - NACIONAL,Pagamento,Original,08.078.412/0001-56 - MUNICIPIO DE SERRA CAIADA,RN,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"51.064,22",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0005 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - OBRAS,8100 - RELATOR GERAL,
